Model,Accuracy,Precision,Recall,F1,ROC_AUC,Train Error,Test Error,C,kernel,degree,gamma
"SVC(gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9916163648558014,Train error: 0.08370044052863435,Test error: 0.03539823008849563,1.0,rbf,3,0.01
"SVC(gamma=0.1, probability=True)",0.9203539823008849,0.851063829787234,0.9523809523809523,0.898876404494382,0.9641180415828303,Train error: 0.022026431718061623,Test error: 0.07964601769911506,1.0,rbf,3,0.1
"SVC(gamma=1.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9071093226022804,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,3,1.0
"SVC(gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2463112005365527,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,3,10.0
"SVC(gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,3,100.0
"SVC(degree=4, gamma=0.001, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9875922199865862,Train error: 0.10572687224669608,Test error: 0.03539823008849563,1.0,rbf,4,0.001
"SVC(degree=4, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9916163648558014,Train error: 0.08370044052863435,Test error: 0.03539823008849563,1.0,rbf,4,0.01
"SVC(degree=4, gamma=0.1, probability=True)",0.9203539823008849,0.851063829787234,0.9523809523809523,0.898876404494382,0.9641180415828303,Train error: 0.022026431718061623,Test error: 0.07964601769911506,1.0,rbf,4,0.1
"SVC(degree=4, gamma=1.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9071093226022804,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,4,1.0
"SVC(degree=4, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2463112005365527,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,4,10.0
"SVC(degree=4, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,4,100.0
"SVC(degree=5, gamma=0.001, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9875922199865862,Train error: 0.10572687224669608,Test error: 0.03539823008849563,1.0,rbf,5,0.001
"SVC(degree=5, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9916163648558014,Train error: 0.08370044052863435,Test error: 0.03539823008849563,1.0,rbf,5,0.01
"SVC(degree=5, gamma=0.1, probability=True)",0.9203539823008849,0.851063829787234,0.9523809523809523,0.898876404494382,0.9641180415828303,Train error: 0.022026431718061623,Test error: 0.07964601769911506,1.0,rbf,5,0.1
"SVC(degree=5, gamma=1.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9069416498993963,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,5,1.0
"SVC(degree=5, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.25788061703554666,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,5,10.0
"SVC(degree=5, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,1.0,rbf,5,100.0
"SVC(degree=1, gamma=0.001, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,1,0.001
"SVC(degree=1, gamma=0.01, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,1,0.01
"SVC(degree=1, gamma=0.1, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,1,0.1
"SVC(degree=1, gamma=1.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,1,1.0
"SVC(degree=1, gamma=10.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,1,10.0
"SVC(degree=1, gamma=100.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,1,100.0
"SVC(degree=2, gamma=0.001, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,2,0.001
"SVC(degree=2, gamma=0.01, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,2,0.01
"SVC(degree=2, gamma=0.1, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,2,0.1
"SVC(degree=2, gamma=1.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,2,1.0
"SVC(degree=2, gamma=10.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,2,10.0
"SVC(degree=2, gamma=100.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,2,100.0
"SVC(gamma=0.001, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,3,0.001
"SVC(gamma=0.01, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,3,0.01
"SVC(gamma=0.1, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,3,0.1
"SVC(gamma=1.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,3,1.0
"SVC(gamma=10.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,3,10.0
"SVC(gamma=100.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,3,100.0
"SVC(degree=4, gamma=0.001, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,4,0.001
"SVC(degree=4, gamma=0.01, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,4,0.01
"SVC(degree=4, gamma=0.1, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,4,0.1
"SVC(degree=4, gamma=1.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,4,1.0
"SVC(degree=4, gamma=10.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,4,10.0
"SVC(degree=4, gamma=100.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,4,100.0
"SVC(degree=5, gamma=0.001, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,5,0.001
"SVC(degree=5, gamma=0.01, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,5,0.01
"SVC(degree=5, gamma=0.1, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,5,0.1
"SVC(degree=5, gamma=1.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,5,1.0
"SVC(degree=5, gamma=10.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,5,10.0
"SVC(degree=5, gamma=100.0, kernel='linear', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,linear,5,100.0
"SVC(degree=1, gamma=0.001, kernel='poly', probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9872568745808181,Train error: 0.10132158590308371,Test error: 0.03539823008849563,1.0,poly,1,0.001
"SVC(degree=1, gamma=0.01, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994299128101945,Train error: 0.07929515418502198,Test error: 0.017699115044247815,1.0,poly,1,0.01
"SVC(degree=1, gamma=0.1, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9979879275653923,Train error: 0.048458149779735726,Test error: 0.017699115044247815,1.0,poly,1,0.1
"SVC(degree=1, gamma=1.0, kernel='poly', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,1.0,poly,1,1.0
"SVC(degree=1, gamma=10.0, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,1.0,poly,1,10.0
"SVC(degree=1, gamma=100.0, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9989939637826962,Train error: 0.01541850220264318,Test error: 0.017699115044247815,1.0,poly,1,100.0
"SVC(degree=2, gamma=0.001, kernel='poly', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9674714956405097,Train error: 0.0903083700440529,Test error: 0.026548672566371723,1.0,poly,2,0.001
"SVC(degree=2, gamma=0.01, kernel='poly', probability=True)",0.9646017699115044,1.0,0.9047619047619048,0.9500000000000001,0.9932930918846412,Train error: 0.033039647577092546,Test error: 0.03539823008849563,1.0,poly,2,0.01
"SVC(degree=2, gamma=0.1, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9761904761904762,Train error: 0.01982378854625555,Test error: 0.017699115044247815,1.0,poly,2,0.1
"SVC(degree=2, gamma=1.0, kernel='poly', probability=True)",0.9734513274336283,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9989939637826962,Train error: 0.0022026431718061845,Test error: 0.026548672566371723,1.0,poly,2,1.0
"SVC(degree=2, gamma=10.0, kernel='poly', probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9751844399731725,Train error: 0.0022026431718061845,Test error: 0.03539823008849563,1.0,poly,2,10.0
"SVC(degree=2, gamma=100.0, kernel='poly', probability=True)",0.9734513274336283,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9755197853789404,Train error: 0.0,Test error: 0.026548672566371723,1.0,poly,2,100.0
"SVC(gamma=0.001, kernel='poly', probability=True)",0.9646017699115044,1.0,0.9047619047619048,0.9500000000000001,0.9480214621059692,Train error: 0.0770925110132159,Test error: 0.03539823008849563,1.0,poly,3,0.001
"SVC(gamma=0.01, kernel='poly', probability=True)",0.9557522123893806,1.0,0.8809523809523809,0.9367088607594937,0.9748490945674044,Train error: 0.017621145374449365,Test error: 0.04424778761061943,1.0,poly,3,0.01
"SVC(gamma=0.1, kernel='poly', probability=True)",0.9292035398230089,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9279007377598928,Train error: 0.0,Test error: 0.07079646017699115,1.0,poly,3,0.1
"SVC(gamma=1.0, kernel='poly', probability=True)",0.9292035398230089,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9289067739771966,Train error: 0.0,Test error: 0.07079646017699115,1.0,poly,3,1.0
"SVC(gamma=10.0, kernel='poly', probability=True)",0.9292035398230089,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9289067739771966,Train error: 0.0,Test error: 0.07079646017699115,1.0,poly,3,10.0
"SVC(gamma=100.0, kernel='poly', probability=True)",0.9380530973451328,0.926829268292683,0.9047619047619048,0.9156626506024096,0.9285714285714286,Train error: 0.0,Test error: 0.06194690265486724,1.0,poly,3,100.0
"SVC(degree=4, gamma=0.001, kernel='poly', probability=True)",0.9557522123893806,1.0,0.8809523809523809,0.9367088607594937,0.926224010731053,Train error: 0.05947136563876654,Test error: 0.04424778761061943,1.0,poly,4,0.001
"SVC(degree=4, gamma=0.01, kernel='poly', probability=True)",0.9557522123893806,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9372904091213949,Train error: 0.004405286343612369,Test error: 0.04424778761061943,1.0,poly,4,0.01
"SVC(degree=4, gamma=0.1, kernel='poly', probability=True)",0.9380530973451328,0.8888888888888888,0.9523809523809523,0.9195402298850575,0.9704896042924211,Train error: 0.0,Test error: 0.06194690265486724,1.0,poly,4,0.1
"SVC(degree=4, gamma=1.0, kernel='poly', probability=True)",0.9292035398230089,0.8695652173913043,0.9523809523809523,0.909090909090909,0.9698189134808852,Train error: 0.0022026431718061845,Test error: 0.07079646017699115,1.0,poly,4,1.0
"SVC(degree=4, gamma=10.0, kernel='poly', probability=True)",0.9292035398230089,0.8695652173913043,0.9523809523809523,0.909090909090909,0.9701542588866532,Train error: 0.0,Test error: 0.07079646017699115,1.0,poly,4,10.0
"SVC(degree=4, gamma=100.0, kernel='poly', probability=True)",0.9380530973451328,0.8888888888888888,0.9523809523809523,0.9195402298850575,0.9704896042924211,Train error: 0.0,Test error: 0.06194690265486724,1.0,poly,4,100.0
"SVC(degree=5, gamma=0.001, kernel='poly', probability=True)",0.9469026548672567,1.0,0.8571428571428571,0.923076923076923,0.9279007377598928,Train error: 0.0506607929515418,Test error: 0.053097345132743334,1.0,poly,5,0.001
"SVC(degree=5, gamma=0.01, kernel='poly', probability=True)",0.9469026548672567,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9610999329309188,Train error: 0.0,Test error: 0.053097345132743334,1.0,poly,5,0.01
"SVC(degree=5, gamma=0.1, kernel='poly', probability=True)",0.9380530973451328,0.8888888888888888,0.9523809523809523,0.9195402298850575,0.9627766599597585,Train error: 0.0,Test error: 0.06194690265486724,1.0,poly,5,0.1
"SVC(degree=5, gamma=1.0, kernel='poly', probability=True)",0.9469026548672567,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.959758551307847,Train error: 0.0,Test error: 0.053097345132743334,1.0,poly,5,1.0
"SVC(degree=5, gamma=10.0, kernel='poly', probability=True)",0.9380530973451328,0.8888888888888888,0.9523809523809523,0.9195402298850575,0.9678068410462776,Train error: 0.0,Test error: 0.06194690265486724,1.0,poly,5,10.0
"SVC(degree=5, gamma=100.0, kernel='poly', probability=True)",0.9469026548672567,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9721663313212607,Train error: 0.0,Test error: 0.053097345132743334,1.0,poly,5,100.0
"SVC(degree=1, gamma=0.001, kernel='sigmoid', probability=True)",0.23008849557522124,0.0,0.0,0.0,0.9832327297116028,Train error: 0.7004405286343612,Test error: 0.7699115044247787,1.0,sigmoid,1,0.001
"SVC(degree=1, gamma=0.01, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9845741113346747,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,1,0.01
"SVC(degree=1, gamma=0.1, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,1,0.1
"SVC(degree=1, gamma=1.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,1,1.0
"SVC(degree=1, gamma=10.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,1,10.0
"SVC(degree=1, gamma=100.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,1,100.0
"SVC(degree=2, gamma=0.001, kernel='sigmoid', probability=True)",0.23008849557522124,0.0,0.0,0.0,0.9832327297116028,Train error: 0.7004405286343612,Test error: 0.7699115044247787,1.0,sigmoid,2,0.001
"SVC(degree=2, gamma=0.01, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9845741113346747,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,2,0.01
"SVC(degree=2, gamma=0.1, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,2,0.1
"SVC(degree=2, gamma=1.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,2,1.0
"SVC(degree=2, gamma=10.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,2,10.0
"SVC(degree=2, gamma=100.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,2,100.0
"SVC(gamma=0.001, kernel='sigmoid', probability=True)",0.23008849557522124,0.0,0.0,0.0,0.9832327297116028,Train error: 0.7004405286343612,Test error: 0.7699115044247787,1.0,sigmoid,3,0.001
"SVC(gamma=0.01, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9845741113346747,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,3,0.01
"SVC(gamma=0.1, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,3,0.1
"SVC(gamma=1.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,3,1.0
"SVC(gamma=10.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,3,10.0
"SVC(gamma=100.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,3,100.0
"SVC(degree=4, gamma=0.001, kernel='sigmoid', probability=True)",0.23008849557522124,0.0,0.0,0.0,0.9832327297116028,Train error: 0.7004405286343612,Test error: 0.7699115044247787,1.0,sigmoid,4,0.001
"SVC(degree=4, gamma=0.01, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9845741113346747,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,4,0.01
"SVC(degree=4, gamma=0.1, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,4,0.1
"SVC(degree=4, gamma=1.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,4,1.0
"SVC(degree=4, gamma=10.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,4,10.0
"SVC(degree=4, gamma=100.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,4,100.0
"SVC(degree=5, gamma=0.001, kernel='sigmoid', probability=True)",0.23008849557522124,0.0,0.0,0.0,0.9832327297116028,Train error: 0.7004405286343612,Test error: 0.7699115044247787,1.0,sigmoid,5,0.001
"SVC(degree=5, gamma=0.01, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.9845741113346747,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,5,0.01
"SVC(degree=5, gamma=0.1, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,5,0.1
"SVC(degree=5, gamma=1.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,5,1.0
"SVC(degree=5, gamma=10.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,5,10.0
"SVC(degree=5, gamma=100.0, kernel='sigmoid', probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.3722466960352423,Test error: 0.37168141592920356,1.0,sigmoid,5,100.0
"SVC(C=10.0, degree=1, gamma=0.001, probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994634473507713,Train error: 0.07268722466960353,Test error: 0.017699115044247815,10.0,rbf,1,0.001
"SVC(C=10.0, degree=1, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9822266934942991,Train error: 0.03524229074889873,Test error: 0.03539823008849563,10.0,rbf,1,0.01
"SVC(C=10.0, degree=1, gamma=0.1, probability=True)",0.9026548672566371,0.8444444444444444,0.9047619047619048,0.8735632183908046,0.9299128101945004,Train error: 0.0022026431718061845,Test error: 0.09734513274336287,10.0,rbf,1,0.1
"SVC(C=10.0, degree=1, gamma=1.0, probability=True)",0.6283185840707964,0.5,0.023809523809523808,0.04545454545454545,0.9067739771965124,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,1,1.0
"SVC(C=10.0, degree=1, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2463112005365527,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,1,10.0
"SVC(C=10.0, degree=1, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,1,100.0
"SVC(C=10.0, degree=2, gamma=0.001, probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994634473507713,Train error: 0.07268722466960353,Test error: 0.017699115044247815,10.0,rbf,2,0.001
"SVC(C=10.0, degree=2, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9822266934942991,Train error: 0.03524229074889873,Test error: 0.03539823008849563,10.0,rbf,2,0.01
"SVC(C=10.0, degree=2, gamma=0.1, probability=True)",0.9026548672566371,0.8444444444444444,0.9047619047619048,0.8735632183908046,0.9299128101945004,Train error: 0.0022026431718061845,Test error: 0.09734513274336287,10.0,rbf,2,0.1
"SVC(C=10.0, degree=2, gamma=1.0, probability=True)",0.6283185840707964,0.5,0.023809523809523808,0.04545454545454545,0.9064386317907445,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,2,1.0
"SVC(C=10.0, degree=2, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2463112005365527,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,2,10.0
"SVC(C=10.0, degree=2, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,2,100.0
"SVC(C=10.0, gamma=0.001, probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994634473507713,Train error: 0.07268722466960353,Test error: 0.017699115044247815,10.0,rbf,3,0.001
"SVC(C=10.0, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9822266934942991,Train error: 0.03524229074889873,Test error: 0.03539823008849563,10.0,rbf,3,0.01
"SVC(C=10.0, gamma=0.1, probability=True)",0.9026548672566371,0.8444444444444444,0.9047619047619048,0.8735632183908046,0.9299128101945004,Train error: 0.0022026431718061845,Test error: 0.09734513274336287,10.0,rbf,3,0.1
"SVC(C=10.0, gamma=1.0, probability=True)",0.6283185840707964,0.5,0.023809523809523808,0.04545454545454545,0.9064386317907445,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,3,1.0
"SVC(C=10.0, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2515090543259558,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,3,10.0
"SVC(C=10.0, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,3,100.0
"SVC(C=10.0, degree=4, gamma=0.001, probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994634473507713,Train error: 0.07268722466960353,Test error: 0.017699115044247815,10.0,rbf,4,0.001
"SVC(C=10.0, degree=4, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9822266934942991,Train error: 0.03524229074889873,Test error: 0.03539823008849563,10.0,rbf,4,0.01
"SVC(C=10.0, degree=4, gamma=0.1, probability=True)",0.9026548672566371,0.8444444444444444,0.9047619047619048,0.8735632183908046,0.9299128101945004,Train error: 0.0022026431718061845,Test error: 0.09734513274336287,10.0,rbf,4,0.1
"SVC(C=10.0, degree=4, gamma=1.0, probability=True)",0.6283185840707964,0.5,0.023809523809523808,0.04545454545454545,0.9064386317907445,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,4,1.0
"SVC(C=10.0, degree=4, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2515090543259558,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,4,10.0
"SVC(C=10.0, degree=4, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,4,100.0
